"PELLID","Institution","State","Recipients","Awards"
"1061","Alaska Pacific University","AK","107","240007"
"31603","Alaska Vocational Technical Center","AK","70","173735.23999999999"
"17066","Career Academy","AK","224","456453.19"
"17377","Charter College","AK","268","502614.73999999999"
"34613","Ilisagvik College","AK","34","58847"
"1062","Sheldon Jackson College","AK","71","160222.67999999999"
"11462","University Of Alaska - Anchorage","AK","1941","4019437.5"
"1063","University Of Alaska At Fairbanks","AK","1162","2625851"
"1065","University Of Alaska At Southeast","AK","251","503308"
"1002","Alabama Agricultural & Mechanical University","AL","2865","8124380.3700000001"
"1034","Alabama Southern Community College","AL","888","2222995.25"
"30325","Alabama State College Of Barber Styling","AL","27","65747.5"
"1005","Alabama State University","AL","3509","9579003.8699999992"
"1008","Athens State University","AL","877","1857241"
"1009","Auburn University","AL","3076","7583679"
"8310","Auburn University Montgomery","AL","1632","3924260"
"5704","Bessemer State Technical College","AL","951","1458148"
"5733","Bevill State Community College","AL","2368","5350278.9000000004"
"1012","Birmingham Southern College","AL","182","426037"
"1030","Bishop State Community College - Main Campus","AL","3988","9121282.3800000008"
"1013","Calhoun State Community College","AL","3092","6434887.9900000002"
"16592","Capps College","AL","1070","2036291.3700000001"
"1007","Central Alabama Community College","AL","997","1669942.28"
"12182","Chattahoochee Valley Community College","AL","1067","2413061.27"
"10554","Concordia College","AL","767","1997330"
"5698","Douglas Macarthur State Technical College","AL","419","718049"
"26055","Education America - Southeast College Of Technology","AL","2275","4639994.3399999999"
"1015","Enterprise State Junior College","AL","801","1748781.0800000001"
"1060","Faulkner State Community College","AL","1474","2981960"
"1003","Faulkner University","AL","1459","3304347.3599999999"
"4462","Gadsden Business College","AL","269","517906"
"1017","Gadsden State Community College","AL","1895","4268901"
"16445","Gaither & Company Beauty College","AL","88","198794.17999999999"
"1018","George C. Wallace Community College","AL","2384","4545164.0499999998"
"7871","George C. Wallace State Community College","AL","2094","5045039.4000000004"
"9980","George Corley Wallace State Community College","AL","1378","3093080.0099999998"
"5705","Harry M Ayers State Technical College","AL","796","1465812.8"
"10193","Herzing College","AL","484","992475"
"1019","Huntingdon College","AL","171","440248"
"15370","International Bible College","AL","80","170729"
"5260","J F Drake State Technical College","AL","472","1052791.9099999999"
"1020","Jacksonville State University","AL","2978","7474579"
"1021","Jefferson Davis Community College","AL","828","1783277.8899999999"
"1022","Jefferson State Community College","AL","1664","3313126.73"
"5693","John M. Patterson State Technical College","AL","588","926821.72999999998"
"1023","Judson College","AL","148","358125.54999999999"
"1059","Lawson State Community College","AL","1714","4209209.3899999997"
"8988","Lurleen B. Wallace State Junior College-","AL","399","1027597.84"
"1026","Marion Military Institute","AL","67","184205"
"33614","Medical Institute (The)","AL","138","313880"
"1028","Miles College","AL","1532","4263573.2300000004"
"1031","Northeast Alabama Community College","AL","993","2035078"
"5697","Northwest-Shoals Community College","AL","2268","5034473.3499999996"
"1033","Oakwood College","AL","828","2239966.29"
"16217","Prince Institute Of Professional Studies","AL","60","142703.72"
"5692","Reid State Technical College","AL","656","1250611"
"1036","Samford University","AL","381","886807"
"5691","Shelton State Community College","AL","2826","6464496.0899999999"
"1038","Snead State Community College","AL","690","1550678.8400000001"
"13857","Southeastern Bible College","AL","89","207258"
"34593","Southeastern School Of Cosmetology","AL","176","335699.96000000002"
"16885","Southern Christian University","AL","168","364475"
"11237","Southern Community College","AL","55","144420"
"1040","Southern Union State Community College","AL","1766","4079296.8700000001"
"1041","Spring Hill College","AL","370","849448"
"1044","Stillman College","AL","1227","3533048"
"1046","Talladega College","AL","387","1120853.2"
"5734","Trenholm State Technical College","AL","677","1126763.5"
"1047","Troy State University","AL","4139","9290142.25"
"1050","Tuskegee University","AL","1253","3551667.5899999999"
"1051","University Of Alabama","AL","3580","9193440"
"1052","University Of Alabama At Birmingham","AL","2936","7367082"
"1055","University Of Alabama At Huntsville","AL","1199","2916171"
"1029","University Of Mobile","AL","927","2178766.6400000001"
"1004","University Of Montevallo","AL","689","1621374"
"1016","University Of North Alabama","AL","1595","3850381"
"1057","University Of South Alabama","AL","3354","8004416.5"
"1024","University Of West Alabama","AL","857","2342788.5800000001"
"30106","Virginia College","AL","3951","7780412.6900000004"
"30651","Arkadelphia Beauty College","AR","45","91402.460000000006"
"1087","Arkansas Baptist College","AR","180","449023"
"30051","Arkansas Beauty School","AR","69","104297"
"30076","Arkansas Beauty School/Conway","AR","47","112506"
"32923","Arkansas Career Training Institute","AR","103","214222.13"
"30234","Arkansas College Of Barbering & Hair Design","AR","84","194175.23999999999"
"15099","Arkansas Continental Beauty College","AR","104","173861"
"1090","Arkansas State University","AR","5894","14021842"
"1089","Arkansas Tech University","AR","2181","5211058.46"
"5249","Arkansas Valley Technical Institute","AR","374","815348.08999999997"
"17020","Arthur'S Beauty College, Inc","AR","167","320098.09999999998"
"31272","Askins Vo Tech","AR","15","16451.279999999999"
"31052","Baptist Health Medical Center","AR","295","579108.06000000006"
"14554","Bee Jay'S Hairstyling Academy","AR","24","34758"
"11948","Black River Technical College","AR","868","1919063"
"32123","Blytheville Academy Of Cosmetology","AR","31","86555"
"1093","Central Baptist College","AR","140","313084"
"12432","Cossatot Community College Of The University Of Arkansas","AR","399","964539"
"5250","Cotton Boll Technical Institute","AR","244","635131"
"1095","Crowley'S Ridge College","AR","70","159872"
"13583","Crowley'S Ridge Technical Institute","AR","198","401345.39000000001"
"31168","Deluxe Beauty School","AR","40","99568.710000000006"
"12260","East Arkansas Community College","AR","828","1897935.28"
"16041","Eastern College Of Health Vocations","AR","644","1184387"
"31249","Eaton Beauty Stylist College","AR","35","66690"
"8070","Fayetteville Beauty College","AR","40","66790.149999999994"
"5319","Foothills Technical Institute","AR","159","333893.39000000001"
"14004","Forest Echoes Technical Institute","AR","76","128779.81"
"12105","Garland County Community College","AR","1061","2175203.73"
"14043","Great Rivers Technical Institute","AR","100","245080.85000000001"
"1097","Harding University","AR","1292","3218198"
"1098","Henderson State University","AR","1483","3662781.2999999998"
"1099","Hendrix College","AR","229","574635"
"30071","Hot Springs Beauty College","AR","99","215849"
"16498","Jefferson School Of Nursing","AR","52","95936"
"1100","John Brown University","AR","414","808080"
"16925","Lees School Of Cosmetology","AR","43","98466"
"16596","Leon'S Hair Training Academy","AR","59","117992"
"1088","Lyon College","AR","167","392246"
"32543","Margaret'S Hair Academy","AR","26","65042.650000000001"
"16123","Marsha Kay Beauty College","AR","21","56852"
"10741","Mellie'S Beauty College","AR","37","52928"
"15862","Mid-South Community College","AR","629","1326255"
"12860","Mississippi County Community College","AR","1218","2865145.6600000001"
"16053","New Tyler Barber College","AR","93","213676.60999999999"
"12261","North Arkansas College","AR","1005","2339029"
"30633","Northwest Arkansas Community College","AR","728","1383399.9299999999"
"14044","Northwest Technical Institute","AR","205","340521"
"1102","Ouachita Baptist University","AR","395","959936"
"9976","Ouachita Technical College","AR","401","833449"
"13217","Ozarka College","AR","552","1292751.49"
"1103","Philander Smith College","AR","700","1840637.26"
"1104","Phillips Community College Of The University Of Arkansas","AR","1192","2801589.4100000001"
"15585","Professional Cosmetology Education Center","AR","76","179789.70000000001"
"14167","Pulaski Technical College","AR","2216","5109726.5999999996"
"10848","Quapaw Technical Institute","AR","113","234230.12"
"12435","Rich Mountain Community College","AR","473","1059091"
"17262","Searcy Beauty College","AR","88","178710.38"
"13858","South Arkansas Community College","AR","430","925645.31000000006"
"14893","Southeast Arkansas College","AR","971","2219004.0600000001"
"1107","Southern Arkansas University","AR","1413","3642022.7599999998"
"7738","Southern Arkansas University Tech","AR","349","803222.66000000003"
"16595","Southern Institute Of Cosmetology","AR","134","333337.23999999999"
"31863","Thelma'S Beauty Academy","AR","21","30607.669999999998"
"1108","University Of Arkansas","AR","3408","8446174.3100000005"
"1110","University Of Arkansas At Fort Smith","AR","1757","3750899"
"1101","University Of Arkansas At Little Rock","AR","4093","9537972.9700000007"
"1085","University Of Arkansas At Monticello","AR","1248","3221281.7599999998"
"1086","University Of Arkansas At Pine Bluff","AR","2074","5673488.1900000004"
"14042","University Of Arkansas Community College At Batesville","AR","722","1573509.26"
"5732","University Of Arkansas Community College At Hope","AR","653","1436669.8300000001"
"5245","University Of Arkansas Community College At Morrilton","AR","842","1747474"
"1109","University Of Arkansas For Medical Sciences","AR","261","673490.26000000001"
"1092","University Of Central Arkansas","AR","2747","6743324"
"1094","University Of The Ozarks","AR","226","559518"
"32143","Velvatex College Of Beauty Culture","AR","12","23830"
"1106","Williams Baptist College","AR","326","820880"
"10010","American Samoa Community College","AS","914","2211797.23"
"15681","Aibt International Institute Of The Americas - Phoenix","AZ","2031","4968188.2599999998"
"15550","American Indian College Of The Assemblies Of God","AZ","58","148119.92999999999"
"16405","American Institute Of Technology","AZ","367","516676.08000000002"
"14550","Apollo College","AZ","1575","3355630"
"8864","Arizona Academy Of Beauty","AZ","103","209914.16"
"11802","Arizona Academy Of Beauty - North","AZ","108","214160.12"
"10847","Arizona Automotive Institute","AZ","489","949990.77000000002"
"31150","Arizona College Of Allied Health","AZ","199","391503"
"1081","Arizona State University","AZ","9327","21847252.399999999"
"1071","Arizona Western College","AZ","2569","5427937.0800000001"
"16730","Art Center Design College (The)","AZ","426","897957.76000000001"
"11808","Artistic Beauty Colleges - Flagstaff","AZ","191","408171"
"15694","Artistic Beauty Colleges - Glendale","AZ","115","250016"
"12343","Artistic Beauty Colleges - Phoenix","AZ","143","279824"
"12937","Artistic Beauty Colleges - Scottsdale","AZ","55","89397"
"8865","Artistic Beauty Colleges - Tucson","AZ","209","408207"
"30764","Bryman School (The) - Phoenix","AZ","3035","6894990"
"30978","Carsten Institute Of Hair And Beauty","AZ","89","151262"
"7283","Central Arizona College","AZ","1130","2323014.1200000001"
"30722","Chandler-Gilbert Community College","AZ","673","1226366"
"9451","Chaparral College","AZ","449","891928.83999999997"
"16098","Charles Of Italy Beauty College","AZ","50","120591"
"14518","Clinton Technical Institute","AZ","1812","3645870.6600000001"
"1072","Cochise College","AZ","1985","4050282"
"31004","Coconino County Community College-Flagstaff Lone Tree Campus & Dist.Of","AZ","553","1025983"
"31203","Collegeamerica","AZ","7","7638"
"15333","Collins College","AZ","1337","3196319"
"30344","Conservatory Of Recording Arts & Sciences","AZ","166","324322"
"25827","Desert Institute Of The Healing Arts","AZ","115","194477"
"15324","Devoe College Of Beauty","AZ","47","84662"
"8322","Devry Institute Of Technology","AZ","2633","6214415.2000000002"
"8246","Dine College","AZ","1141","2829650.5099999998"
"10858","Earl'S Academy Of Beauty","AZ","81","156749"
"35723","East Valley Institute Of Technology","AZ","4","3473"
"1073","Eastern Arizona College","AZ","1232","2707381.48"
"31563","Estrella Mountain Community College","AZ","1058","1729223.55"
"16203","Everest College","AZ","401","610212"
"8303","Gateway Community College","AZ","1770","2883660.6800000002"
"1076","Glendale Community College","AZ","3548","6551805"
"1074","Grand Canyon University","AZ","488","1115755"
"34453","Hds Truck Driving Institute","AZ","55","83326.160000000003"
"15988","High-Tech Institute - Phoenix","AZ","3212","7526712"
"14283","International Academy Of Hair Design","AZ","70","161944.32999999999"
"33473","International Baptist College","AZ","28","48957"
"5186","Lamson College","AZ","137","259472"
"13884","Long Technical College","AZ","417","837859"
"15491","Maricopa Beauty College","AZ","47","100670.08"
"1077","Mesa Community College","AZ","3666","7080060.0199999996"
"30812","Metropolitan College Of Court Reporting","AZ","77","173423.53"
"11864","Mohave Community College","AZ","673","1219561"
"30047","Mundus Institute","AZ","42","82664.949999999997"
"1082","Northern Arizona University","AZ","4436","10467716"
"11862","Northland Pioneer College","AZ","849","1654394.3200000001"
"26236","Paradise Valley Community College","AZ","969","1724316"
"15391","Phoenix Career College","AZ","1","1197"
"1078","Phoenix College","AZ","2650","5293555.25"
"34013","Phoenix First Pastors College","AZ","50","142150"
"26238","Phoenix Therapeutic Massage College","AZ","151","328120.91999999998"
"7266","Pima County Community College","AZ","6833","14412333"
"15666","Pima Medical Institute","AZ","2724","5851479.9900000002"
"13659","Prescott College","AZ","335","735621"
"14127","Refrigeration School (The)","AZ","213","469399.39000000001"
"14483","Rio Salado Community College","AZ","1154","1715963"
"14740","Roberto-Venn School Of Luthiery","AZ","18","28419"
"30050","Safford College Of Beauty Culture","AZ","87","202803"
"8304","Scottsdale Community College","AZ","1211","2360850.98"
"26167","Scottsdale Culinary Institute","AZ","334","781379.82999999996"
"15001","South Mountain Community College","AZ","978","1921072.5"
"7113","Southwestern College","AZ","119","257948"
"25619","Toni And Guy Hairdressing Academy","AZ","41","92687.5"
"14212","Tucson College","AZ","288","551817"
"8221","Universal Technical Institute","AZ","2910","5699483.8300000001"
"17188","University Of Advancing Technology","AZ","305","695817"
"1083","University Of Arizona (The)","AZ","6527","15975110"
"14593","University Of Phoenix","AZ","25739","42081934.909999996"
"14970","Western International University","AZ","191","360061.33000000002"
"1079","Yavapai College","AZ","1231","2133588.0899999999"
"7531","Academy Of Art College","CA","1351","2886700"
"30987","Academy Of Court Reporting - Academy Of Professional Careers","CA","989","2231321"
"23424","Academy Of Radio Broadcasting","CA","170","343682.09000000003"
"7605","Academy Pacific Travel College","CA","189","442735"
"30199","Adelante Career Institute","CA","221","473019"
"16897","Adrians Beauty College Of Turlock","CA","52","136024.82999999999"
"34053","Advanced Career Technologies Institute","CA","6","14759"
"35323","Advanced College Of Technology","CA","4","10395.5"
"14046","Alameda Beauty College","CA","76","137779"
"14260","Alhambra Beauty College","CA","279","686938"
"1111","Allan Hancock College","CA","1526","3264672.1800000002"
"1158","Alliant International University - San Diego","CA","216","576230"
"14801","American Academy Of Dramatic Arts-West","CA","60","163200"
"13074","American Beauty College","CA","43","110588"
"15829","American Career College","CA","1912","4125142"
"25891","American College Of Business","CA","156","311083"
"31444","American College Of Health Professions","CA","31","81300"
"31384","American College Of Medical Technology","CA","531","991272"
"14545","American Conservatory Theatre Foundation","CA","5","13700"
"32253","American Institute Of Health Sciences","CA","66","149716.31"
"1232","American River College","CA","4876","10472164.550000001"
"1113","Antelope Valley College","CA","2471","4531521.5999999996"
"1116","Art Center College Of Design","CA","671","1967907.1899999999"
"16471","Art Institute Of California - San Diego","CA","256","494138.46999999997"
"7236","Art Institute Of California (The) - San Francisco","CA","192","392028.47999999998"
"16517","Art Institute Of Southern California","CA","108","297292.38"
"25956","Asian - American International Beauty College","CA","208","498110.47999999998"
"17134","Associated Technical College","CA","100","268596"
"17135","Associated Technical College","CA","396","970031.47999999998"
"13988","Associated Technical College","CA","475","1331708"
"35983","Avalon Beauty College","CA","26","49739.5"
"16894","Avance Beauty College","CA","25","61015"
"1117","Azusa Pacific University","CA","1046","2316209.48"
"1118","Bakersfield College","CA","6591","13919516"
"30674","Baldwin Park Adult School","CA","146","229740"
"1119","Barstow Community College","CA","1265","1628839.77"
"7050","Bay Vista College Of Beauty","CA","145","342838.23999999999"
"1121","Bethany College Of The Assemblies Of God","CA","227","528989.19999999995"
"32663","Bethesda Christian University","CA","60","170220"
"1122","Biola University","CA","684","1514418.8500000001"
"13703","Brooks College","CA","1364","3186641.8500000001"
"1123","Brooks Institute Of Photography -","CA","316","718051.93000000005"
"17050","Brownson Technical School","CA","32","79540.5"
"7164","Bryan College Of Court Reporting","CA","86","171349"
"31954","Bryman College","CA","155","322475"
"12061","Bryman College","CA","718","1194238.48"
"11107","Bryman College","CA","701","1228056.8100000001"
"11109","Bryman College","CA","675","1346253.6000000001"
"7606","Bryman College","CA","806","1458448.79"
"30723","Bryman College","CA","833","1641708.75"
"11024","Bryman College","CA","958","1651407.5"
"11121","Bryman College","CA","1314","1901018"
"11123","Bryman College","CA","1155","2054529.5600000001"
"8090","Bryman College","CA","1173","2211603.8799999999"
"31286","Business & Technology Training Institute","CA","28","36690.400000000001"
"6972","Butte College","CA","3416","7394919"
"1124","Cabrillo College","CA","1548","3203624.04"
"1125","California Baptist University","CA","740","1628188.96"
"13828","California Beauty College","CA","20","50825"
"16855","California Business Institute","CA","113","179565"
"14128","California Christian College","CA","74","178141.14000000001"
"16720","California College","CA","320","643937"
"16307","California College","CA","504","1230287.54"
"17265","California College","CA","672","1437590.52"
"14683","California College For Health Sciences- Resident Division","CA","55","125290.73"
"1127","California College Of Arts & Crafts","CA","326","742341.5"
"13500","California Cosmetology College","CA","30","51981"
"15698","California Culinary Academy","CA","466","1041602.75"
"31254","California Design College","CA","321","777339.42000000004"
"11865","California Hair Design Academy","CA","147","304147.40999999997"
"31534","California Institute Of Customer Engineering","CA","22","22554"
"12154","California Institute Of Integral Studies","CA","27","37185"
"1131","California Institute Of Technology","CA","144","351265"
"1132","California Institute Of The Arts","CA","261","737346"
"1133","California Lutheran University","CA","319","705406"
"1134","California Maritime Academy","CA","142","390377"
"12562","California Paramedical And Technical College","CA","781","1997153.0900000001"
"1143","California Polytechnic State University","CA","3653","9095481"
"33833","California Recording Institute","CA","63","89727"
"30695","California School Of Court Reporting-Riverside Inc","CA","209","421215.03999999998"
"32103","California School Of Culinary Arts","CA","585","1514400.0800000001"
"34463","California School Of Medical Sciences","CA","189","329242"
"1144","California State Polytechnic University, Pomona","CA","6594","17771457.550000001"
"1150","California State University - Sacramento","CA","8052","19494754.18"
"7993","California State University, Bakersfield","CA","2749","6814746"
"1146","California State University, Chico","CA","6261","14059773.76"
"1141","California State University, Dominguez Hills","CA","4600","10911324.859999999"
"1147","California State University, Fresno","CA","7434","20245378.73"
"1137","California State University, Fullerton","CA","7499","18647215.289999999"
"1138","California State University, Hayward","CA","3037","7706276.46"
"1139","California State University, Long Beach","CA","9379","23793887.329999998"
"1140","California State University, Los Angeles","CA","7406","19408263.129999999"
"32603","California State University, Monterey Bay","CA","1167","3085374.9199999999"
"1153","California State University, Northridge","CA","10826","28162495"
"1142","California State University, San Bernardino","CA","5992","15296068.130000001"
"30113","California State University, San Marcos","CA","2040","4803680.4199999999"
"1157","California State University, Stanislaus","CA","2660","6458134.4900000002"
"6973","Canada College","CA","307","637299"
"13914","Career Academy Of Beauty","CA","153","277643"
"34274","Career Colleges Of America","CA","502","1177815.3799999999"
"32423","Career Networks Institute","CA","185","397629.15000000002"
"6731","Casa Loma College","CA","272","673219"
"30445","Cei College -","CA","502","1142108.28"
"16516","Center For Employment Training","CA","1581","3479237.48"
"30977","Central California School Of Continuing Education","CA","135","359796"
"26023","Central Coast College","CA","216","392858"
"1161","Cerritos Community College","CA","5670","11921757.859999999"
"1162","Chabot College","CA","1993","4216589"
"1163","Chaffey Community College","CA","2243","4392261"
"1164","Chapman University","CA","1544","3118151.2000000002"
"13653","Charles R. Drew University Of Medicine And Science","CA","130","353206"
"33923","Chase College","CA","73","174779"
"12031","Christian Heritage College","CA","247","512046"
"1166","Citrus Community College","CA","1883","3826524"
"1170","Claremont Mckenna College","CA","151","387362"
"32783","Clarita Career College","CA","190","402930.81"
"14919","Cleveland Chiropractic College","CA","64","124544"
"16330","Clovis Adult Education","CA","183","317303"
"31293","Coastal Valley College","CA","4","4417"
"13536","Coastline Community College","CA","395","880303"
"1177","Cogswell Polytechnical College","CA","64","161161"
"9273","Coleman College - La Mesa","CA","494","1025440.83"
"15686","Colleen O'Hara'S Beauty Academy","CA","133","338335"
"6720","College Of Alameda","CA","882","2112972.1600000001"
"1178","College Of Marin","CA","977","2063045.5800000001"
"11696","College Of Oceaneering","CA","337","689169.81999999995"
"1181","College Of San Mateo","CA","569","1294319"
"8903","College Of The Canyons","CA","834","1919808"
"1182","College Of The Desert","CA","1634","3443669.1899999999"
"1185","College Of The Redwoods","CA","2165","4727206.5"
"1186","College Of The Sequoias","CA","3825","8046044.7300000004"
"1187","College Of The Siskiyous","CA","732","1675908.7"
"7707","Columbia College","CA","535","1040166"
"14697","Columbia College-Hollywood","CA","48","123319.64"
"32503","Community Based Education And Development","CA","186","580500"
"1188","Compton Community College","CA","1742","3945644.0299999998"
"31131","Computer Education Institute -","CA","2755","6528242"
"34153","Computer Training Institute","CA","29","60107"
"7930","Concorde Career Institute","CA","417","679340"
"8071","Concorde Career Institute","CA","595","1277311"
"7607","Concorde Career Institute","CA","667","1294868"
"8537","Concorde Career Institute","CA","979","1954342"
"13885","Concordia University","CA","251","625506"
"1190","Contra Costa College","CA","967","2026786.21"
"35424","Copper Mountain College","CA","802","1298279"
"7536","Cosumnes River College","CA","2068","4457298.1799999997"
"9272","Crafton Hills College","CA","846","1610816.8100000001"
"1192","Cuesta College","CA","1502","3111492.0099999998"
"14435","Cuyamaca College","CA","898","1898849.6000000001"
"14557","Cynthia'S Beauty Academy","CA","445","1082537"
"1193","Cypress College","CA","2743","6222914.4000000004"
"4480","De Anza Community College","CA","1751","3838408.27"
"30256","Dell'Arte School Of Physical Theatre","CA","2","7250"
"32004","Desert Career College","CA","188","394314.46000000002"
"16233","Design Institute Of San Diego","CA","127","254211"
"36463","Design'S School Of Cosmetology","CA","12","14108.27"
"16524","Devry Institute Of Technology-Pomona","CA","4844","11577452.710000001"
"1191","Diablo Valley College","CA","1178","2634494.1400000001"
"17136","Diversified Language Institute-Los Angeles","CA","524","1251404"
"1196","Dominican College Of San Rafael","CA","303","715997"
"9158","Don Bosco Technical Institute","CA","27","73612"
"31095","Dongguk Royal University","CA","38","81211.25"
"10229","D-Q University","CA","224","350262.22999999998"
"34794","Dvs College","CA","75","183950"
"1222","East Los Angeles College","CA","3711","8620531.9100000001"
"35444","Ednet Career Institute","CA","119","242944"
"33943","Education America University","CA","276","535206"
"1197","El Camino College District","CA","2590","5979968.6299999999"
"14484","Elegance International","CA","51","91465"
"13598","Elegante Beauty Colleges","CA","54","112176"
"12651","Elegante Beauty Colleges","CA","57","136281"
"12650","Elegante Beauty Colleges","CA","80","209309.51999999999"
"14846","Elegante Beauty Colleges","CA","117","265966.72999999998"
"30944","Elite Progressive School Of Cosmetology","CA","78","189391"
"9032","Empire College","CA","345","724337.37"
"34134","English Center For International Women","CA","110","245310.29000000001"
"30877","Escuelas  Leicester","CA","119","295599"
"15125","Estes Institute Of Cosmetology Arts & Sciences","CA","74","120432"
"12452","Evergreen Valley College","CA","1436","3237001"
"15756","Fashion Careers Of California College","CA","80","187396"
"11112","Fashion Institute Of Design & Merchandising -","CA","1442","3299050.52"
"8597","Feather River Community College","CA","194","406047"
"7253","Federico College Of Hairstyling","CA","168","286626.03999999998"
"31313","Five Branches Institute","CA","4","11300"
"1199","Foothill College","CA","423","852442.90000000002"
"32713","Foundation College, San Diego","CA","7","15963"
"31623","Four-D Success Academy","CA","190","469977.38"
"13557","Fredrick And Charles Beauty College","CA","46","118690"
"1307","Fresno City College","CA","8458","16924726.579999998"
"1253","Fresno Pacific University","CA","598","1359410.3600000001"
"1201","Fullerton College","CA","2631","5990658.0899999999"
"12027","Galen College Of California","CA","599","1205326.8700000001"
"1202","Gavilan College","CA","655","1488838.6599999999"
"15765","Gemological Institute Of America","CA","47","82176"
"34323","Gendarme Institute","CA","13","20800"
"16581","Glendale Career College","CA","1308","2766006.8100000001"
"1203","Glendale Community College","CA","4578","9993346.3900000006"
"1205","Golden Gate University","CA","130","252541.44"
"1206","Golden West College","CA","2164","5184555.4500000002"
"1208","Grossmont College","CA","2663","5554298.9199999999"
"12522","Hacienda La Puente Adult Education","CA","362","721633.31000000006"
"14599","Hairmasters University Of Beauty","CA","56","137244"
"1209","Hartnell Community College","CA","1705","3495585.52"
"1171","Harvey Mudd College","CA","81","202599.67999999999"
"15974","Heald College","CA","98","230656.78"
"25932","Heald College","CA","689","1491009.8500000001"
"7477","Heald College","CA","759","1564209.6499999999"
"30340","Heald College","CA","767","1685799.54"
"25933","Heald College","CA","696","1697011.5800000001"
"15453","Heald College","CA","816","1767602.1599999999"
"8093","Heald College","CA","938","2182418.8199999998"
"8532","Heald College","CA","1038","2396377.0099999998"
"7234","Heald College","CA","2099","4552905.2599999998"
"25931","Heald College, Schools Of Business And Technology","CA","736","1600946"
"25892","Healthstaff Training Institute","CA","43","76360"
"14813","Hilltop Beauty School","CA","174","407119.97999999998"
"1183","Holy Names College","CA","215","424475"
"1252","Hope International University","CA","282","619467.47999999998"
"1149","Humboldt State University","CA","2941","7709345.7800000003"
"1212","Humphreys College","CA","529","1114658"
"16803","Huntington College Of Dental Technology","CA","114","153760"
"17061","Hypnosis Motivation Institute","CA","124","215275"
"34673","Image Schools Of Cosmetology","CA","79","147386"
"1214","Imperial Valley College","CA","2736","5488870"
"14673","Institute For Business & Technology","CA","433","906711.01000000001"
"16355","Institute Of Computer Computer Technology","CA","198","488700.96000000002"
"30675","Institute Of Technology","CA","1099","2542501"
"34084","Intelisource-","CA","83","140219"
"25594","Intercoast Colleges - Santa Ana","CA","398","936578"
"16930","Interior Designers Institute","CA","36","51933"
"33953","International Career Development Center","CA","419","792487"
"14552","International School Of Cosmetology","CA","75","147568"
"25395","Irvine Valley College","CA","868","1956799"
"32683","Ivory Dental Technology College","CA","51","113363"
"34854","James Albert School Of Cosmetology","CA","11","29298"
"12026","Je Boutique College Of Beauty","CA","134","205339.07000000001"
"4484","John F. Kennedy University","CA","45","72630"
"31253","John Wesley International Barber And Beauty College","CA","122","321715.96999999997"
"9268","Kelsey -Jenney College","CA","314","661009.72999999998"
"33083","Kensington College","CA","19","35435"
"32823","Kim Anh Academy Of Beauty","CA","88","215535"
"35163","King'S College And Seminary (The)","CA","63","102327.50999999999"
"1215","La Sierra University","CA","567","1468254.45"
"12907","Lake Tahoe Community College","CA","229","417072"
"13010","Lancaster Beauty School","CA","189","430356.78999999998"
"1266","Laney College","CA","2008","4835642.2199999997"
"30357","Las Positas College","CA","395","743800.30000000005"
"1217","Lassen College","CA","410","945931.38"
"15732","Life Chiropractic College West","CA","13","21651"
"16029","Life Pacific College","CA","174","417445"
"24948","Lola Beauty College","CA","99","282655"
"1218","Loma Linda University","CA","340","822725"
"1219","Long Beach City College","CA","8409","16800866.239999998"
"1223","Los Angeles City College","CA","4286","10429638.109999999"
"32593","Los Angeles College Of Micro Technology","CA","39","94778"
"6165","Los Angeles County College Of Nursing And Allied Health -","CA","98","160616.66"
"1224","Los Angeles Harbor College","CA","2206","4194635"
"12550","Los Angeles Mission College","CA","1720","3694449.3599999999"
"17306","Los Angeles Ort Technical Institute","CA","1331","3180592.6400000001"
"1226","Los Angeles Pierce College","CA","2114","4721287.6799999997"
"26128","Los Angeles Recording Workshop","CA","237","408728.62"
"7047","Los Angeles Southwest College","CA","1730","3605889.96"
"1227","Los Angeles Trade-Technical College","CA","2844","6504648.8200000003"
"1228","Los Angeles Valley College","CA","2808","6597969.9699999997"
"10340","Los Medanos College","CA","823","1770416.0900000001"
"1234","Loyola Marymount University","CA","1144","2952584.8300000001"
"7142","Lyles Fresno College Of Beauty","CA","240","494876.53999999998"
"13807","Lytles Redwood Empire Beauty College","CA","38","71226.5"
"14265","Madera Beauty College","CA","35","78451"
"12316","Manchester Beauty College","CA","110","177150"
"34404","Marian Health Careers Center","CA","65","151922"
"17194","Maric College","CA","707","1631912.46"
"14444","Maric College","CA","922","1915911.6299999999"
"7476","Marinello Schools Of Beauty","CA","783","2014208.2"
"30749","Martinez Adult Education","CA","27","42579.389999999999"
"10474","Marymount College","CA","128","313093"
"1220","Master'S College And Seminary","CA","313","710124"
"11672","Mendocino Community College","CA","684","1359154"
"1236","Menlo College","CA","198","443265.23999999999"
"1237","Merced College","CA","2624","5892003.6799999997"
"1267","Merritt College","CA","963","2346886.0600000001"
"31133","Microcomputer Education Center - School Of Business & Technology","CA","183","455821"
"1238","Mills College","CA","311","774941.25"
"1239","Miracosta College","CA","785","1609892"
"16580","Miss Marty'S School Of Beauty And Hairstyling","CA","94","156911"
"14458","Mission College","CA","808","1737698.51"
"7204","Modern Beauty Academy - Oxnard","CA","75","213222"
"17072","Modern Technology College","CA","582","1325020.48"
"30634","Modern Technology School","CA","130","278815.84000000003"
"1240","Modesto Junior College","CA","3293","7092804.4199999999"
